Time_[s],PtfmSurge_[m],PtfmSway_[m],PtfmHeave_[m],PtfmRoll_[deg],PtfmPitch_[deg],PtfmYaw_[deg]
0.0,5.000001115446384,1.4069317804195216e-06,2.0436526121390655e-06,1.0210112807255724e-07,1.899995401133846,0.0
0.1,4.998858898349114,-1.497701572704652e-06,0.00019284867767020524,4.893291100958853e-07,1.8987488378845576,0.0
0.2,4.995344384203666,1.4069317804195216e-06,0.0008021937576943521,-4.157406674184052e-06,1.8949629791274598,0.0
0.30000000000000004,4.989677230144132,7.216198486667869e-06,0.0018177688910679302,-1.3450878242743929e-05,1.8887994163948676,-7.076583673083064e-06
0.4,4.98212102473142,4.311565133543695e-06,0.0032334190769826147,-2.995722728114068e-06,1.880558248246795,-1.4153167346166128e-05
0.5,4.973027219380074,-4.402334925828826e-06,0.005030679313013432,2.7595287851728858e-05,1.870816587298653,-2.8306334692332256e-05
0.6000000000000001,4.962703334077823,-2.1830135044573867e-05,0.007203394598352056,7.832215349678485e-05,1.8600592081473875,-5.661266938466451e-05
0.7000000000000001,4.951632614519663,-3.925793516331891e-05,0.009751564932998488,0.00012904901914184084,1.848955561426875,-9.199558775007984e-05
0.8,4.940210443546958,-4.2162568516443084e-05,0.012687500318569378,0.0001449253664047973,1.838244351284842,-0.00013445508978857822
0.9,4.92887613542789,-2.7639401750822216e-05,0.0160050457542564,0.00011394712784293104,1.8284796058320836,-0.0001556848408078274
1.0,4.918069004430639,7.216198486667869e-06,0.019691891238442904,3.0305883725892153e-05,1.8202615221886274,-0.00016276142448091047
1.1,4.908008707689295,6.530886554915135e-05,0.02372341676789559,-0.00010909618980250599,1.813982536932953,-0.00014860825713474435
1.2000000000000002,4.899090628045222,0.00013211543267100734,0.028062692337764518,-0.00027211917023432715,1.8099427486250743,-0.00012737850611549515
1.3,4.891490491205692,0.000193112733086615,0.032678942944008055,-0.00041810411945712185,1.8082575797880733,-0.00010614875509624596
1.4000000000000001,4.885384022877977,0.00023377760003035343,0.03752908358096793,-0.000507941011286534,1.8088577769081011,-0.00010614875509624596
1.5,4.880815154488896,0.00024539613344285013,0.04259464924621917,-0.0005191706227652105,1.8114894104343764,-0.00011322533876932902
1.6,4.877783886038447,0.00023958686673660175,0.0478325549341035,-0.0004769627727246677,1.8157831282930361,-0.00013445508978857822
1.7000000000000002,4.876290217526631,0.00023087296667722925,0.053224335642195954,-0.000434754922684125,1.821161817868669,-0.00016983800815399355
1.8,4.876290217526631,0.00024539613344285013,0.05872690636483825,-0.0004428867103066149,1.8271407045643295,-0.00020522092651940885
1.9000000000000001,4.8776081603311745,0.0002889656337397127,0.06430333709718045,-0.000533885286082097,1.8330734222507572,-0.00023352726121174112
2.0,4.8801122516598054,0.00036158146756781707,0.06991669783437258,-0.0006957465825678481,1.8383597738079243,-0.00026183359590407337
2.1,4.883758560085708,0.00044291120145529395,0.07553621357237304,-0.0008823904699030923,1.8425380691435018,-0.00028306334692332255
2.2,4.888459222755244,0.0005155270352833983,0.08113726430794854,-0.0010469623622630067,1.8451235336605443,-0.00030429309794257177
2.3000000000000003,4.8940824453879594,0.0005678104356396334,0.08668292003624911,-0.0011495777774991887,1.8458391533036542,-0.0003538291836541532
2.4000000000000004,4.900628227983855,0.000593952135817751,0.09215471575484978,-0.0011770709642228451,1.8446156745589823,-0.0004316716040580669
2.5,4.90814050196975,0.0005968567691708751,0.09750341145728396,-0.0011356375701463489,1.8414530974265286,-0.0005236671918081467
2.6,4.916707130199278,0.0005823336024052542,0.10269823213951002,-0.0010384433466584936,1.8365822669524576,-0.0006227393632313096
2.7,4.92632811267244,0.0005532872688740125,0.10767762779344471,-0.0008998157290941421,1.8303263662013998,-0.0007218115346544725
2.8000000000000003,4.937135243669692,0.0005155270352833983,0.11240466841423809,-0.0007352438367342276,1.8231009162564509,-0.0008138071224045524
2.9000000000000004,4.9493042488983034,0.00047486216833965986,0.11684857899784853,-0.0005559572810574267,1.8154137762191729,-0.0008987261264815492
3.0,4.962835128358277,0.0004371019347490456,0.1209970495426594,-0.0003720239895963458,1.8077035516772786,-0.0009765685468854628
3.1,4.977859676330064,0.00039934170115843133,0.12483777004705401,-0.00018731624217121828,1.8004088482184804,-0.0010402577999432104
3.2,4.9944218242404865,0.00036158146756781707,0.1283707405110324,-1.0595828179974273e-06,1.7939451869258745,-0.0010897938856547918
3.3000000000000003,5.012433709235904,0.0003238212339772028,0.1315836509329779,0.00018403539258915344,1.788589581854858,-0.0011464065550394564
3.4000000000000004,5.031983194169957,0.0002918702670928369,0.1344518813096572,0.00036293472028393106,1.7845497935469792,-0.0011888660570779548
3.5,5.052938484762187,0.00026572856691471934,0.13695081163783707,0.0005286682965899155,1.781918160020704,-0.0012384021427895363
3.6,5.075167786732143,0.00024539613344285013,0.13905582191428412,0.0006769766137048502,1.7806715967714155,-0.0012879382285011177
3.7,5.098539305799369,0.00023087296667722925,0.14074844713657342,0.0008082468996107585,1.7806715967714155,-0.0013445508978857821
3.8000000000000003,5.122789453402957,0.0002250636999709809,0.14203484230551328,0.0009228663822896635,1.78161806146069,-0.0014153167346166128
3.9000000000000004,5.147654640981997,0.00022796833332410508,0.14292116242191202,0.0010065076264067024,1.7831185542607593,-0.0015002357386936095
4.0,5.17295914282922,0.0002512054001490985,0.14342587248819466,0.0010320646732202422,1.7847113850792944,-0.0015993079101167724
4.1000000000000005,5.198351507530078,0.0003034888005053336,0.1435612825059778,0.0009701081960965096,1.7858886948147332,-0.0016913034978668522
4.2,5.223524215096846,0.00039643706780530713,0.1433397024768781,0.0008074724436467118,1.7861426243655143,-0.001783299085616932
4.3,5.2483015398222514,0.0005184316686365224,0.14276113240089558,0.0005654549548821317,1.7850807371531576,-0.001868218089693929
4.4,5.272463824572203,0.0006491401695271102,0.14183172727883855,0.00029478259544782527,1.7823105965991837,-0.0019602136774440086
4.5,5.295835343639428,0.0007682301370052014,0.14055764211151534,5.70246144855018e-05,1.777670611171277,-0.0020592858488671715
4.6000000000000005,5.318284302743475,0.0008582737709520508,0.13893887689892595,-9.82538063058528e-05,1.7709761048325066,-0.0021795877713095837
4.7,5.339766770457523,0.0009105571713082859,0.13700005164430365,-0.00014975512791495543,1.7622501620874884,-0.002321119444771245
4.800000000000001,5.360282746781572,0.0009279849714270309,0.1347411663476485,-0.00010638559392834268,1.7516312899639215,-0.0024838808692521554
4.9,5.379876163142442,0.0009221757047207826,0.13217453101057708,7.072204804492464e-06,1.7393272490033536,-0.002653718877406149
5.0,5.398634882393768,0.0009018432712489134,0.12930630063389775,0.00016622290541608035,1.7257304757842644,-0.0028164803018870593
5.1000000000000005,5.416602835962369,0.0008727969377176716,0.12612416521599387,0.00035480293266144117,1.7111641533712845,-0.002972165142694887
5.2,5.4339996809823345,0.0008350367041270574,0.12264043475848209,0.0005697144626843883,1.696066887352126,-0.003113696816156548
5.300000000000001,5.450869348880482,0.0007914672038301948,0.11887357426378738,0.000813668091359085,1.6808311143052692,-0.0032481519059451265
5.4,5.467343633937268,0.0007333745367677113,0.1148235837319097,0.0010916977824518346,1.6658031017999602,-0.0033826069957337045
5.5,5.483510399006326,0.0006665679696458553,0.11052123816689073,0.0014045779919266838,1.651282948396213,-0.003517062085522283
5.6000000000000005,5.49954536979493,0.0005881428691115026,0.10597884757034709,0.0017430152482150725,1.637524583644809,-0.003651517175310861
5.7,5.51544854630308,0.00050971776857715,0.10119641194227878,0.0020895842921259513,1.624712683582679,-0.003793048848772522
5.800000000000001,5.531263859957594,0.0004371019347490456,0.09616777628187749,0.0024198897607918502,1.612916501723673,-0.003941657105907267
5.9,5.54703524218529,0.0003819139010396863,0.09089294058914321,0.0027060512395070896,1.6021129535631744,-0.004097341946715094
6.0,5.562762692986167,0.00034996293415532037,0.08537190486407595,0.0029275456452244335,1.5922327855873337,-0.004267179954869088
6.1000000000000005,5.578402280933409,0.000344153667449072,0.07961697910829234,0.003071981682519135,1.5830220682453702,-0.004444094546696164
6.2,5.593866143173378,0.00037029536762718957,0.07364047332340903,0.003131227563768704,1.5742499564911192,-0.004635162305869407
6.300000000000001,5.609066416852438,0.00042838803468967304,0.06746085251185102,0.003100636553188861,1.565570182755334,-0.004833306648715733
6.4,5.623959170543772,0.0005155270352833983,0.06110889167765991,0.002977885282887466,1.5566595639733842,-0.005038527575235142
6.5,5.638456541393744,0.0006375216361146136,0.05459074582164404,0.002768782172594869,1.5472872550991055,-0.005243748501754551
6.6000000000000005,5.652558529402351,0.0007798486704176981,0.0479064149438034,0.0024981098131605624,1.5372454955909498,-0.005448969428273959
6.7,5.666221203142778,0.0009279849714270309,0.04106205404494632,0.002209624966553183,1.5263726939166018,-0.005668343522139534
6.800000000000001,5.679488494041843,0.001064502739023867,0.03405150812426447,0.0019579267782380196,1.5146688500760617,-0.005901870783351275
6.9,5.692404333526363,0.0011690695397363374,0.02688093218256617,0.0017914187459679887,1.5022032175831785,-0.0061495512119091825
7.0,5.705100515876792,0.0012329714735050692,0.019562636221468085,0.0017344962326105594,1.489091218961035,-0.006411384807813256
7.1000000000000005,5.717577041093131,0.0012591131736831868,0.01210277524177853,0.001785997554219662,1.4755636992557952,-0.006701524738409662
7.2,5.730009634882651,0.0012533039069769383,0.004513659245114155,0.0019242379438019902,1.4618745880182404,-0.0069845880853329845
7.300000000000001,5.742530091525808,0.001230066840151945,-0.0032047117685250377,0.0021232731265619807,1.4483701528176172,-0.007267651432256307
7.4,5.755226273876237,0.0011894019732082066,-0.011033872796714075,0.0023672267552366775,1.435396661223172,-0.007536561611833463
7.5,5.768317839068029,0.0011371185728519715,-0.018979978840261282,0.00265609882982608,1.4233465498133853,-0.007791318624064453
7.6000000000000005,5.781848718528002,0.001064502739023867,-0.02703071989755001,0.003000344505844819,1.4125430016528866,-0.008038999052622361
7.7,5.795906775109792,0.0009715544717238936,-0.03516147596534696,0.0034077083429333603,1.4033091998063065,-0.008286679481180267
7.800000000000001,5.810623803093853,0.0008582737709520508,-0.04336609204284381,0.0038727691493433774,1.3958529048151933,-0.008541436493411258
7.9,5.8259558710533685,0.0007304699034145871,-0.051613793125998925,0.0043738421580815645,1.3903357082118617,-0.008817423256661497
8.0,5.841946910415155,0.0006055706692302477,-0.05991073421562064,0.004876464078747844,1.3868268635101613,-0.00910048660358482
8.1,5.858596921179212,0.0004922899684584049,-0.06823845030928398,0.005338427061301674,1.3853725397193248,-0.009397703117854308
8.200000000000001,5.875774109065087,0.00041096023457092804,-0.07659694140698894,0.005721008307540723,1.3859034833255033,-0.009701996215796881
8.3,5.89343454264596,0.0003673907342740654,-0.08498005250792721,0.0059959401747772855,1.3882811873009977,-0.010006289313739453
8.4,5.911490359068197,0.0003673907342740654,-0.09336316360886547,0.0061485079996944775,1.3923209756088764,-0.010317658995355108
8.5,5.929765832624525,0.00041096023457092804,-0.10172780970737876,0.0061775500983462265,1.397745834193742,-0.010629028676970763
8.6,5.9481291690344875,0.000495194601811529,-0.11003706079861712,0.006090811030373002,1.4042787490001976,-0.010954551525932584
8.700000000000001,5.966404642590815,0.000611379935936496,-0.11826014187853895,0.005903779915055734,1.4116657904774614,-0.011287150958567487
8.8,5.984504390439869,0.0007595162369458289,-0.12637858794471923,0.005638141519387731,1.4196761135793696,-0.011626826974875474
8.9,6.002340549728015,0.0009192710713676585,-0.13438008899554138,0.0053256485378949045,1.4281019577643739,-0.011973579574856544
9.0,6.019737394747981,0.0010819305391426121,-0.1422523350293887,0.005006959908689706,1.436827900509392,-0.012320332174837615
9.1,6.036694925499765,0.001230066840151945,-0.14998917104545284,0.004726219621722792,1.4458308573098075,-0.012674161358491767
9.200000000000001,6.05316921055655,0.0013491568076300362,-0.1575721320413089,0.004524861071070662,1.4551569971748535,-0.013035067125819004
9.3,6.069160249918337,0.001430486541517513,-0.16498275301453186,0.004430764671438993,1.4648524891137624,-0.013410126060492406
9.4,6.084668043585124,0.0014682467751081273,-0.17220256896269676,0.004449738842558136,1.4750558401542333,-0.013792261578838892
9.5,6.099692591556912,0.0014711514084612513,-0.17919464988095363,0.004568617833039299,1.4859055573239648,-0.014174397097185378
9.600000000000001,6.114321756687337,0.0014450097082831339,-0.18595284076849417,0.004766878559835242,1.497563232155272,-0.014556532615531862
9.700000000000001,6.128555538976399,0.001398535574633147,-0.19245252162208507,0.005027095763754918,1.5101904561804704,-0.014924514966532182
9.8,6.142437869850917,0.001331729007511291,-0.1986813824401097,0.005343461025067978,1.5239949899411074,-0.015278344150186335
9.9,6.1560126807377085,0.00124749464027069,-0.20463326822175967,0.0057175232557025125,1.5390691714556493,-0.01563217333384049
10.0,6.169279971636772,0.0011429278395582198,-0.21028355896380177,0.006148895227676501,1.5555284232471782,-0.01598600251749464
10.100000000000001,6.18223974254811,0.0010180286053738804,-0.21561994466461928,0.006624798417583171,1.573372745315694,-0.016346908284821878
10.200000000000001,6.194891993471721,0.0008902247378364166,-0.2206239603217873,0.007117352410716845,1.592602137661197,-0.01672196721949528
10.3,6.207236724407606,0.0007711347703583256,-0.2252771409328808,0.007583574901072932,1.6131011777606046,-0.01711117932151485
10.4,6.2191860725021275,0.000678186503058352,-0.22957948649789975,0.007977385758790655,1.6347313585862184,-0.0175074680072075
10.5,6.230696106328468,0.0006259031027021169,-0.23351253201441924,0.008260062185667686,1.65728491959649,-0.017903756692900154
10.600000000000001,6.241678963032991,0.0006200938359958685,-0.23707012248163092,0.008407596046818573,1.6805079312406388,-0.018307121962265888
10.700000000000001,6.252090711188879,0.0006636633362927312,-0.24024610289872647,0.008411081098656783,1.7041233794632673,-0.018703410647958538
10.8,6.261799556515679,0.0007566116035927047,-0.2430158532624726,0.00827555130494862,1.727808081199745,-0.01910677591732427
10.9,6.270717636159752,0.0008931293711895409,-0.24536706357125265,0.008018044696903105,1.7512619378900582,-0.01951014118669001
11.0,6.27880101869428,0.001061598105670743,-0.24727511382183331,0.007662956637387713,1.7742079354788096,-0.019913506456055743
11.100000000000001,6.286049704119266,0.0012533039069769383,-0.24872769401259795,0.0072397164530362155,1.7963690599106017,-0.020331024892767644
11.200000000000001,6.292331898154254,0.0014537236083425064,-0.24971864914273822,0.006783561890212736,1.8175837196531193,-0.020748543329479542
11.3,6.297691532226061,0.0016541433097080744,-0.25024797921225417,0.006332828519137581,1.8377134076786636,-0.021173138349864527
11.4,6.302216469188325,0.0018342305776017731,-0.25032183922195406,0.0059281752779232035,1.856711954978002,-0.021597733370249513
11.5,6.305862777614227,0.0019852715119642304,-0.24993407417102959,0.005606776052843841,1.8745793615511344,-0.022036481557980662
11.600000000000001,6.308762251784221,0.0020956475793829487,-0.24908468405948078,0.005392251750802917,1.8913617964072935,-0.02248938291305798
11.700000000000001,6.310958823125126,0.002165358779857929,-0.24776135888569095,0.005291572475476852,1.907082344051096,-0.022942284268135292
11.8,6.312584285917395,0.002197309746742295,-0.24595794364885182,0.005295057527315062,1.9218333425010077,-0.02339518562321261
11.9,6.313726503014665,0.002197309746742295,-0.24367443834896335,0.005385281647126497,1.935753298784727,-0.023848086978289926
12.0,6.314517268697391,0.0021740726799173013,-0.2409169979868339,0.005543657891774039,1.94893455092072,-0.02429391174969416
12.100000000000001,6.3150444458192085,0.002133407812973563,-0.2376794675616551,0.005760118333725079,1.9614925214320689,-0.024732659937425308
12.200000000000001,6.315351965806935,0.0020724105125579555,-0.2339741570750436,0.006030403465177362,1.9735195483372394,-0.025171408125156457
12.3,6.3156594857946615,0.0019939854120236025,-0.22980106652699944,0.006349092094382561,1.9850156316362315,-0.02561015631288761
12.4,6.3159670057823885,0.0019039417780767533,-0.22516635091833093,0.00670030787407772,1.9960269403382782,-0.02604890450061876
12.5,6.316362388623751,0.001813898144129904,-0.22007001024903808,0.007052685337718949,2.006576558947996,-0.026501805855696076
12.600000000000001,6.316889565745568,0.0017383776769486754,-0.21451819951992918,0.0073659527751758205,2.016549064942302,-0.026968860378119557
12.700000000000001,6.317680331428294,0.0016948081766518129,-0.20852938373342922,0.007594417284569584,2.0258982893119644,-0.027450068067889206
12.8,6.31869075424511,0.0016919035432986886,-0.20211587289115487,0.0077028411195361165,2.0345088095339006,-0.02792419917398577
12.9,6.319964765622835,0.0017412823103017995,-0.19528997699472275,0.0076707011970281805,2.042219034075795,-0.02840540686375542
13.0,6.321546296988286,0.0018400398443080214,-0.18806400604574955,0.007494512465207566,2.0489135404145653,-0.02889369113719815
13.100000000000001,6.323435348341464,0.0019852715119642304,-0.18044411504504354,0.00718666621949902,2.054453821522513,-0.029389051994313964
13.200000000000001,6.325675851109187,0.002168263413211053,-0.1724364589934131,0.006767298314967756,2.0586782858673236,-0.02988441285142978
13.3,6.328311736718272,0.002383206281342242,-0.16405334789247483,0.006263514710355406,2.061517679935147,-0.03039392687589176
13.4,6.331343005168721,0.002612672316239052,-0.1553070917438454,0.005707455328169906,2.062902750212134,-0.030910517484026824
13.5,6.334857519314169,0.00284794761784211,-0.14622231055075813,0.005135132370739428,2.0628334966982846,-0.03143418467583497
13.600000000000001,6.338943142008252,0.0030745090193857955,-0.13682977931725462,0.004584881408284278,2.0614022574120647,-0.0319649284513162
13.700000000000001,6.3435998732509695,0.0032778333541044874,-0.12716027304737648,0.0040954252390067915,2.05870137037194,-0.0325098253941436
13.8,6.349003438749595,0.0034492067219388137,-0.11723841174435705,0.003700065469360973,2.054846258100993,-0.033054722336970994
13.9,6.355197769930946,0.003574105956123153,-0.10708881541142959,0.003420099638358107,2.050021596636155,-0.03361377244714456
14.0,6.362270729648659,0.003658340323363754,-0.09673610405182742,0.0032617233937105657,2.0444120620143575,-0.034172822557318114
14.100000000000001,6.370310180756371,0.003701909823660617,-0.08620489766878382,0.003218353859723953,2.038248499281765,-0.03473187266749168
14.200000000000001,6.379403986107716,0.003707719090366865,-0.07551981626553211,0.0032760508290454286,2.0317386689799264,-0.035297999361338324
14.3,6.3895960771295135,0.003684482023541872,-0.06471163484611392,0.00341700181450192,2.025044162641156,-0.0358499728878388
14.4,6.4009743166754,0.003640912523245009,-0.05382959341699582,0.003626879380758564,2.018372740807002,-0.03640194641433928
14.5,6.413538704745375,0.003574105956123153,-0.0428921569806028,0.003894453916336684,2.0118859950097794,-0.036960996524512846
14.600000000000001,6.427333172766256,0.0034927762222356764,-0.031942410542593135,0.004206172441865463,2.0056993477725706,-0.03752004663468641
14.700000000000001,6.442357720738045,0.0034056372216419513,-0.02101112910700844,0.004539962962369572,1.9999051371138419,-0.03809324991220613
14.8,6.458568417233921,0.0033214028544013502,-0.010135242678698668,0.004862136643412981,1.9945726165474418,-0.03868768294074511
14.9,6.4759213308270684,0.0032575009206326183,0.0006544737382945589,0.005131260090919194,1.9897017860733708,-0.039289192552957174
15.0,6.494372530090668,0.0032284545871013766,0.011321090139121292,0.0053062871387937385,1.9852926456916289,-0.039897778748842316
15.100000000000001,6.513878083597901,0.0032429777538669972,0.02182767651893158,0.005355465092510701,1.9813221108975996,-0.04051344152840054
15.200000000000001,6.534306197068315,0.003309784320988853,0.03212499287125883,0.005262143148843079,1.977767097186666,-0.04113618089163185
15.3,6.555569007648272,0.0034259696551138205,0.04218841919286974,0.005028257447700989,1.9745352665403633,-0.04176599683853625
15.4,6.577622583910956,0.00358572448953565,0.05199333548053101,0.004666973740473223,1.9715804499494576,-0.042395812785440634
